year,km_driven,owner,brand,fuel_CNG,fuel_Diesel,fuel_LPG,fuel_Petrol,transmission_Automatic,transmission_Manual,seller_type_Dealer,seller_type_Individual,seller_type_Trustmark Dealer
2016,0.06942615776384271,1,0.05,0,1,0,0,0,1,1,0,0
2017,0.037192008906543284,1,0.07,0,1,0,0,1,0,0,1,0
2014,0.09918075670904218,1,0.05,0,1,0,0,0,1,1,0,0
2014,0.0644670579396428,2,0.46,0,0,0,1,0,1,1,0,0
2014,0.016425778392706154,1,0.46,0,0,0,1,0,1,1,0,0
2011,0.04463065864284315,1,0.46,0,0,0,1,0,1,1,0,0
2015,0.09050233201669233,2,0.46,0,1,0,0,0,1,1,0,0
2004,0.07438525758804262,1,0.46,0,0,0,1,0,1,0,1,0
2006,0.07438525758804262,2,0.46,0,0,0,1,0,1,0,1,0
2012,0.1363740053905415,1,0.07,0,1,0,0,0,1,0,1,0
2012,0.0867830071485424,2,0.09,0,1,0,0,0,1,0,1,0
2013,0.07438525758804262,2,0.03,0,1,0,0,0,1,0,1,0
2011,0.11157850626954195,4,0.46,0,1,0,0,0,1,0,1,0
2004,0.09918075670904218,2,0.46,0,0,0,1,0,1,0,1,0
2014,0.1252160307860917,2,0.04,0,1,0,0,0,1,0,1,0
2018,0.05454885829124297,1,0.05,0,1,0,0,0,1,0,1,0
2006,0.055788633247292954,1,0.46,0,0,0,1,0,1,0,1,0
2017,0.14877175495104128,1,0.05,0,1,0,0,0,1,0,1,0
2005,0.11157850626954195,2,0.46,0,0,0,1,0,1,0,1,0
2007,0.14877175495104128,2,0.46,0,0,0,1,0,1,0,1,0
2013,0.01673572213171865,1,0.17,0,0,0,1,0,1,0,1,0
2017,0.012396509785543727,1,0.03,0,0,0,1,0,1,0,1,0
2015,0.030993134126293394,3,0.17,0,0,0,1,0,1,0,1,0
2018,0.01053684735146876,1,0.09,0,0,0,1,0,1,0,1,0
2012,0.14877175495104128,1,0.46,0,1,0,0,0,1,0,1,0
2012,0.14877175495104128,1,0.07,0,1,0,0,0,1,0,1,0
2009,0.11188349090873025,3,0.46,0,0,0,1,0,1,0,1,0
2008,0.11157850626954195,2,0.46,0,0,0,1,0,1,0,1,0
2010,0.04958975846704306,2,0.46,0,0,0,1,0,1,0,1,0
2000,0.07438525758804262,4,0.46,0,0,0,1,0,1,0,1,0
2017,0.03967155881864324,2,0.03,0,1,0,0,0,1,0,1,0
2013,0.0748811675704626,1,0.09,0,1,0,0,0,1,0,1,0
2008,0.08796079335678987,2,0.17,0,1,0,0,0,1,0,1,0
2013,0.11157850626954195,1,0.17,0,1,0,0,0,1,0,1,0
2015,0.08926255706064236,1,0.17,0,1,0,0,0,1,0,1,0
2013,0.11157850626954195,1,0.46,0,1,0,0,0,1,0,1,0
2017,0.012396509785543727,1,0.17,0,0,0,1,0,1,0,1,0
2014,0.030993134126293394,2,0.46,0,0,0,1,0,1,0,1,0
2009,0.09918075670904218,2,0.17,0,1,0,0,0,1,0,1,0
2017,0.012396509785543727,1,0.17,0,0,0,1,0,1,0,1,0
2020,0.0013625126766989256,1,0.46,0,0,0,1,0,1,0,1,0
2017,0.04958975846704306,1,0.46,0,0,0,1,0,1,0,1,0
2017,0.012396509785543727,1,0.17,0,0,0,1,0,1,0,1,0
2014,0.0390405133660138,1,0.17,0,0,0,1,0,1,0,1,0
2014,0.13283196834110672,2,0.46,0,1,0,0,0,1,0,1,0
2017,0.018595384565793616,1,0.46,0,0,0,1,1,0,0,1,0
2012,0.06198750802754284,2,0.17,0,0,0,1,0,1,0,1,0
2017,0.12397625583004174,1,0.04,0,1,0,0,0,1,0,1,0
2016,0.07438525758804262,1,0.05,0,1,0,0,0,1,0,1,0
2016,0.10537963148929207,1,0.46,0,1,0,0,0,1,0,1,0
2014,0.04958975846704306,2,0.46,0,0,0,1,0,1,0,1,0
2011,0.09918075670904218,2,0.17,0,0,0,1,0,1,0,1,0
2008,0.10166030662114213,2,0.46,0,1,0,0,0,1,0,1,0
2008,0.0867830071485424,2,0.46,0,0,0,1,0,1,0,1,0
2009,0.0867830071485424,3,0.46,0,0,0,1,0,1,0,1,0
2016,0.024794259346043505,1,0.05,0,1,0,0,0,1,0,1,0
2012,0.043390883686793176,2,0.09,0,0,0,1,0,1,0,1,0
2017,0.09918075670904218,1,0.05,0,1,0,0,0,1,0,1,0
2011,0.04958975846704306,1,0.09,0,0,0,1,0,1,0,1,0
2015,0.05753919548523552,1,0.04,0,1,0,0,0,1,0,1,0
2011,0.18596500363254062,4,0.05,0,1,0,0,0,1,0,1,0
2016,0.06198750802754284,1,0.05,0,1,0,0,0,1,0,1,0
2018,0.018595384565793616,1,0.09,0,1,0,0,0,1,0,1,0
2012,0.07438525758804262,2,0.17,0,0,0,1,0,1,0,1,0
2018,0.030993134126293394,1,0.46,0,0,0,1,1,0,0,1,0
2012,0.11157850626954195,3,0.46,0,0,0,1,0,1,0,1,0
2011,0.07438525758804262,1,0.07,0,0,0,1,0,1,0,1,0
2013,0.08058413236829251,1,0.07,0,1,0,0,0,1,0,1,0
2011,0.04958975846704306,1,0.46,0,0,0,1,0,1,0,1,0
2018,0.06198750802754284,1,0.46,0,1,0,0,0,1,0,1,0
2012,0.09918075670904218,3,0.09,0,1,0,0,0,1,0,1,0
2010,0.13327456800041657,1,0.09,0,1,0,0,0,1,1,0,0
2013,0.16736837929179096,2,0.09,0,1,0,0,0,1,1,0,0
2007,0.054333137448890276,2,0.46,0,0,0,1,0,1,1,0,0
2016,0.0692253142209626,1,0.17,0,0,0,1,0,1,1,0,0
2007,0.13994455726396546,1,0.46,0,1,0,0,0,1,1,0,0
2011,0.11157850626954195,3,0.09,0,1,0,0,0,1,0,1,0
2012,0.04958975846704306,1,0.07,0,0,0,1,0,1,0,1,0
2013,0.08182390732434248,1,0.17,0,0,0,1,0,1,0,1,0
2017,0.03756394139335828,1,0.03,0,0,0,1,0,1,0,1,0
2013,0.10537963148929207,2,0.07,0,1,0,0,0,1,0,1,0
2009,0.09999776840507911,1,0.46,0,0,0,1,0,1,1,0,0
2008,0.10082221875085234,1,0.07,0,0,0,1,0,1,1,0,0
2013,0.15854614070453932,1,0.03,0,1,0,0,0,1,1,0,0
2015,0.06198750802754284,1,0.07,0,0,0,1,0,1,0,1,0
2016,0.030993134126293394,1,0.07,0,0,0,1,0,1,0,1,0
2015,0.08275993741616022,1,0.03,0,1,0,0,0,1,1,0,0
2013,0.15259522091549943,1,0.03,0,0,0,1,0,1,1,0,0
2009,1.0,1,0.46,0,0,0,1,0,1,1,0,0
2013,0.11883242953739037,1,0.03,0,1,0,0,0,1,1,0,0
2010,0.06198750802754284,1,0.46,0,0,0,1,0,1,0,1,0
2008,0.06198750802754284,2,0.46,0,0,0,1,0,1,0,1,0
2006,0.07438525758804262,2,0.46,0,0,0,1,0,1,0,1,0
2015,0.018595384565793616,2,0.46,0,0,0,1,0,1,0,1,0
2016,0.04958975846704306,1,0.05,0,1,0,0,0,1,0,1,0
2017,0.024794259346043505,2,0.07,0,0,0,1,0,1,0,1,0
2006,0.14877175495104128,3,0.17,0,1,0,0,0,1,0,1,0
2012,0.1363740053905415,1,0.07,0,1,0,0,0,1,0,1,0
2014,0.29010609994073877,1,0.04,0,1,0,0,0,1,0,1,0
2011,0.0867830071485424,1,0.17,0,1,0,0,0,1,0,1,0
2010,0.1363740053905415,2,0.09,0,1,0,0,0,1,0,1,0
2007,0.10413985653324209,2,0.17,0,0,0,1,0,1,0,1,0
2012,0.2107605027535402,1,0.07,0,1,0,0,0,1,0,1,0
2017,0.04958975846704306,1,0.07,0,0,0,1,0,1,0,1,0
2006,0.11901715600584183,2,0.46,0,0,0,1,0,1,0,1,0
2009,0.024794259346043505,1,0.09,0,1,0,0,0,1,0,1,0
2016,0.018595384565793616,1,0.07,0,0,0,1,0,1,0,1,0
2007,0.06198750802754284,1,0.17,0,0,0,1,0,1,0,1,0
2010,0.09918075670904218,2,0.07,0,0,0,1,0,1,0,1,0
2012,0.1537308547752412,1,0.04,0,1,0,0,0,1,0,1,0
2013,0.0867830071485424,1,0.07,0,1,0,0,0,1,0,1,0
2012,0.16116950451154108,2,0.07,0,1,0,0,0,1,0,1,0
2017,0.02357184123937823,1,0.07,0,0,0,1,0,1,1,0,0
2009,0.028838405252678535,1,0.04,0,0,0,1,0,1,1,0,0
2016,0.036696098924123295,1,0.07,0,1,0,0,0,1,1,0,0
2015,0.0445376755211394,1,0.17,0,0,0,1,0,1,1,0,0
2018,0.014876059697643683,1,0.46,0,0,0,1,0,1,0,1,0
2013,0.05054562495815759,1,0.04,0,0,0,1,0,1,1,0,0
2015,0.03781189638456827,2,0.46,0,0,0,1,1,0,1,0,0
2014,0.05206930837914302,2,0.04,0,0,0,1,0,1,1,0,0
2007,0.06917820277263272,2,0.04,0,0,0,1,0,1,1,0,0
2014,0.08252933927433492,1,0.03,0,1,0,0,0,1,1,0,0
2014,0.10086437109935804,1,0.07,0,1,0,0,0,1,1,0,0
2015,0.10252195021559686,1,0.07,0,1,0,0,0,1,1,0,0
2014,0.08466671129856508,2,0.07,0,1,0,0,0,1,1,0,0
2016,0.03967155881864324,1,0.03,0,0,0,1,1,0,1,0,0
2014,0.23632590212224677,1,0.46,0,1,0,0,0,1,1,0,0
2018,0.07438525758804262,1,0.17,0,1,0,0,0,1,0,1,0
2006,0.08021219988147751,1,0.46,0,0,0,1,0,1,0,1,0
2002,0.12397625583004174,2,0.46,0,0,0,1,0,1,0,1,0
2016,0.10968165058678549,1,0.09,0,1,0,0,0,1,0,1,0
2016,0.09298188192879228,1,0.17,0,1,0,0,0,1,0,1,0
2013,0.14877175495104128,2,0.07,0,1,0,0,0,1,0,1,0
2012,0.043390883686793176,1,0.07,0,1,0,0,1,0,0,1,0
2017,0.0867830071485424,1,0.04,0,1,0,0,0,1,0,1,0
2017,0.07066593271989269,1,0.04,0,1,0,0,1,0,0,1,0
2020,0.0012385351810939279,1,0.46,0,0,0,1,0,1,0,1,0
2013,0.14877175495104128,2,0.05,0,1,0,0,0,1,0,1,0
2015,0.12149670591794177,1,0.07,0,1,0,0,0,1,1,0,0
2014,0.11157850626954195,2,0.46,0,1,0,0,0,1,1,0,0
2018,0.0867830071485424,1,0.07,0,1,0,0,0,1,0,1,0
2013,0.030993134126293394,3,0.09,0,0,0,1,0,1,0,1,0
2009,0.07438525758804262,3,0.09,0,1,0,0,0,1,0,1,0
2007,0.11157850626954195,4,0.46,0,0,0,1,0,1,0,1,0
2004,0.2479537514350395,2,0.03,0,0,0,1,0,1,0,1,0
2010,0.1363740053905415,2,0.07,0,1,0,0,0,1,0,1,0
2005,0.15621040468734115,2,0.07,0,0,0,1,0,1,0,1,0
2018,0.0867830071485424,1,0.05,0,1,0,0,0,1,0,1,0
2019,0.006197635005293839,1,0.05,0,1,0,0,1,0,0,1,0
2007,0.09196898578969945,2,0.46,0,0,0,1,0,1,0,1,0
2015,0.0867830071485424,2,0.05,0,1,0,0,0,1,0,1,0
2014,0.11157850626954195,1,0.46,0,0,0,1,0,1,0,1,0
2004,0.05702840820334293,2,0.09,0,0,0,1,0,1,0,1,0
2013,0.1363740053905415,2,0.46,0,1,0,0,0,1,0,1,0
2012,0.09918075670904218,2,0.46,0,1,0,0,0,1,0,1,0
2013,0.11157850626954195,2,0.09,0,1,0,0,0,1,0,1,0
2017,0.0867830071485424,1,0.04,0,1,0,0,0,1,0,1,0
2014,0.0,2,0.05,0,1,0,0,0,1,0,1,0
2009,0.23803555178663968,1,0.04,0,1,0,0,0,1,0,1,0
2013,0.0867830071485424,4,0.46,0,0,0,1,0,1,0,1,0
2007,0.14877175495104128,2,0.05,0,1,0,0,0,1,0,1,0
2015,0.07438525758804262,2,0.46,0,0,0,1,0,1,0,1,0
2012,0.14877175495104128,2,0.09,0,1,0,0,0,1,0,1,0
2008,0.14877175495104128,1,0.46,0,0,0,1,0,1,0,1,0
2007,0.06198750802754284,2,0.09,0,0,0,1,0,1,0,1,0
2009,0.14877175495104128,1,0.09,0,1,0,0,0,1,0,1,0
2007,0.09918075670904218,2,0.46,0,0,0,1,0,1,0,1,0
2008,0.09918075670904218,2,0.05,0,1,0,0,0,1,0,1,0
2009,0.12397625583004174,2,0.07,0,1,0,0,1,0,0,1,0
2020,0.0018584226591189168,1,0.46,0,0,0,1,0,1,0,1,0
2018,0.06198750802754284,1,0.07,0,1,0,0,0,1,0,1,0
2006,0.12397625583004174,2,0.09,0,1,0,0,0,1,0,1,0
2006,0.10340962908412865,1,0.07,0,0,0,1,0,1,0,1,0
2011,0.14877175495104128,2,0.07,0,1,0,0,0,1,0,1,0
2006,0.10340962908412865,1,0.07,0,0,0,1,0,1,0,1,0
2015,0.09918075670904218,2,0.07,0,1,0,0,1,0,0,1,0
2019,0.06198750802754284,1,0.46,0,1,0,0,0,1,0,1,0
2015,0.04958975846704306,1,0.05,0,1,0,0,0,1,0,1,0
2014,0.016450573891827157,1,0.05,0,1,0,0,0,1,0,1,0
2006,0.12397625583004174,3,0.17,0,0,0,1,1,0,0,1,0
2016,0.06198750802754284,1,0.05,0,1,0,0,0,1,0,1,0
2017,0.03285279656036836,1,0.17,0,0,0,1,0,1,0,1,0
2013,0.11157850626954195,1,0.46,0,1,0,0,0,1,0,1,0
2008,0.12397625583004174,3,0.07,0,0,0,1,0,1,0,1,0
2018,0.043390883686793176,1,0.46,0,0,0,1,0,1,0,1,0
2016,0.07066593271989269,1,0.17,0,1,0,0,0,1,0,1,0
2015,0.0867830071485424,1,0.46,0,0,0,1,0,1,0,1,0
2015,0.12397625583004174,3,0.46,0,0,0,1,0,1,0,1,0
2010,0.109098956357442,2,0.46,0,0,0,1,0,1,0,1,0
2017,0.07438525758804262,1,0.46,0,1,0,0,0,1,0,1,0
2009,0.09422165688484227,2,0.46,0,0,0,1,0,1,0,1,0
2010,0.12397625583004174,2,0.07,0,1,0,0,0,1,0,1,0
2012,0.1363740053905415,2,0.17,0,1,0,0,0,1,0,1,0
2012,0.09918075670904218,2,0.17,0,1,0,0,0,1,0,1,0
2012,0.09918075670904218,2,0.46,0,0,0,1,0,1,0,1,0
2001,0.037192008906543284,1,0.46,0,0,0,1,0,1,0,1,0
2017,0.024794259346043505,1,0.03,0,0,0,1,1,0,0,1,0
2018,0.04958975846704306,1,0.05,0,1,0,0,0,1,0,1,0
2017,0.04958975846704306,2,0.46,0,1,0,0,0,1,0,1,0
2019,0.008677184917393794,2,0.17,0,0,0,1,0,1,0,1,0
2012,0.09918075670904218,2,0.46,0,0,1,0,0,1,0,1,0
2011,0.11157850626954195,2,0.07,0,1,0,0,0,1,0,1,0
2013,0.017070461369852144,1,0.07,0,1,0,0,0,1,0,1,0
2005,0.042151108730743195,1,0.46,0,0,0,1,0,1,1,0,0
2008,0.12645580574214169,1,0.46,0,0,0,1,0,1,1,0,0
2014,0.1363740053905415,1,0.03,0,1,0,0,0,1,0,1,0
2011,0.11157850626954195,2,0.46,0,0,0,1,0,1,0,1,0
2015,0.0867830071485424,3,0.04,0,1,0,0,0,1,0,1,0
2003,0.11157850626954195,2,0.46,0,0,0,1,0,1,0,1,0
2007,0.0867830071485424,2,0.46,0,0,0,1,0,1,0,1,0
2006,0.09918075670904218,2,0.03,0,0,0,1,0,1,0,1,0
2013,0.12397625583004174,2,0.46,0,1,0,0,0,1,0,1,0
2015,0.12397625583004174,1,0.46,0,1,0,0,0,1,0,1,0
2007,0.1772865789401908,3,0.46,0,0,0,1,0,1,0,1,0
2010,0.1425728801707914,2,0.03,0,0,0,1,0,1,0,1,0
2011,0.12397625583004174,2,0.09,0,1,0,0,0,1,0,1,0
2019,0.14877175495104128,2,0.46,0,1,0,0,0,1,0,1,0
2013,0.05206930837914302,1,0.05,0,1,0,0,0,1,0,1,0
2016,0.047110208554943106,1,0.03,0,0,0,1,0,1,0,1,0
2018,0.043390883686793176,1,0.03,0,1,0,0,0,1,0,1,0
2014,0.14877175495104128,2,0.46,0,1,0,0,0,1,0,1,0
2014,0.1697313903580222,1,0.07,0,1,0,0,0,1,0,1,0
2015,0.1202569309618918,2,0.46,0,1,0,0,0,1,0,1,0
2019,0.012396509785543727,1,0.03,0,0,0,1,1,0,0,1,0
2013,0.06198750802754284,3,0.03,0,0,0,1,0,1,0,1,0
2005,0.07438525758804262,2,0.46,0,0,0,1,0,1,0,1,0
2011,0.14877175495104128,1,0.04,0,1,0,0,0,1,0,1,0
2010,0.14877175495104128,2,0.09,0,0,0,1,0,1,0,1,0
2010,0.11157850626954195,2,0.05,0,1,0,0,0,1,0,1,0
2013,0.14877175495104128,1,0.17,0,0,0,1,0,1,0,1,0
2019,0.0037180850931938835,1,0.17,0,0,0,1,1,0,0,1,0
2014,0.164888829379691,1,0.46,0,1,0,0,0,1,0,1,0
2016,0.030993134126293394,1,0.46,0,0,0,1,0,1,0,1,0
2017,0.043390883686793176,1,0.17,0,0,0,1,0,1,0,1,0
2015,0.0867830071485424,1,0.46,0,0,0,1,0,1,0,1,0
2016,0.0644670579396428,1,0.46,0,0,0,1,0,1,0,1,0
2018,0.0644670579396428,1,0.17,0,1,0,0,0,1,0,1,0
2017,0.04834998351099309,1,0.03,0,1,0,0,0,1,0,1,0
2011,0.03556666393916176,1,0.09,0,1,0,0,0,1,0,1,0
2014,0.11157850626954195,2,0.09,0,1,0,0,0,1,0,1,0
2014,0.09957996424489027,1,0.07,0,1,0,0,0,1,1,0,0
2019,0.009916959873443772,1,0.07,0,0,0,1,0,1,0,1,0
2000,0.06198750802754284,2,0.05,0,1,0,0,0,1,0,1,0
2007,0.11157850626954195,2,0.46,0,0,0,1,0,1,0,1,0
2015,0.07644080446517348,1,0.17,0,1,0,0,0,1,1,0,0
2010,0.06198750802754284,3,0.46,0,0,0,1,0,1,0,1,0
2016,0.09918075670904218,1,0.46,0,1,0,0,0,1,0,1,0
2010,0.22935712709428985,1,0.05,0,1,0,0,0,1,0,1,0
2014,0.07066593271989269,2,0.46,0,1,0,0,0,1,0,1,0
2000,0.07438525758804262,1,0.46,0,0,0,1,0,1,0,1,0
2004,0.14877175495104128,2,0.03,0,0,0,1,0,1,0,1,0
2018,0.03223290908234337,1,0.03,0,1,0,0,1,0,0,1,0
2019,0.024794259346043505,1,0.17,0,0,0,1,1,0,0,1,0
2017,0.03793587388017327,1,0.46,0,0,0,1,1,0,0,1,0
2020,0.006197635005293839,1,0.07,0,0,0,1,0,1,0,1,0
2015,0.043390883686793176,3,0.07,0,1,0,0,1,0,0,1,0
2016,0.043390883686793176,1,0.17,0,1,0,0,0,1,0,1,0
2017,0.02851358421419344,1,0.17,0,0,0,1,0,1,0,1,0
2004,0.14877175495104128,1,0.05,0,1,0,0,0,1,0,1,0
2011,0.29134587489678876,1,0.07,0,1,0,0,1,0,0,1,0
2013,0.10785918140139202,1,0.46,0,0,0,1,0,1,0,1,0
2014,0.08926255706064236,2,0.07,0,0,0,1,0,1,0,1,0
2013,0.07934435741224254,2,0.07,0,1,0,0,1,0,0,1,0
2007,0.12397625583004174,2,0.46,0,0,0,1,0,1,0,1,0
2012,0.014876059697643683,1,0.07,0,0,0,1,0,1,0,1,0
2010,0.08306368228039246,3,0.17,0,0,0,1,0,1,0,1,0
2012,0.0867830071485424,1,0.04,0,1,0,0,0,1,0,1,0
2016,0.07438525758804262,1,0.46,0,1,0,0,0,1,0,1,0
2011,0.0923619944507673,2,0.17,0,0,0,1,0,1,0,1,0
2011,0.14716004750817632,2,0.17,0,1,0,0,0,1,0,1,0
2015,0.04958975846704306,2,0.07,0,0,0,1,1,0,0,1,0
2004,0.27728682689518197,3,0.05,0,1,0,0,1,0,0,1,0
2006,0.17356725407204085,2,0.04,0,0,0,1,0,1,0,1,0
2020,0.006197635005293839,1,0.17,0,0,0,1,0,1,0,1,0
2016,0.12397625583004174,2,0.07,0,1,0,0,0,1,0,1,0
2011,0.12397625583004174,2,0.46,0,0,0,1,0,1,0,1,0
2018,0.0024783101371439057,1,0.46,0,0,0,1,0,1,0,1,0
2020,0.004957860049243861,1,0.17,0,0,0,1,1,0,0,1,0
2006,0.14877175495104128,4,0.09,0,1,0,0,0,1,0,1,0
2015,0.043390883686793176,1,0.17,0,0,0,1,0,1,0,1,0
2014,0.03595223395049331,1,0.17,0,0,1,0,0,1,0,1,0
2015,0.037192008906543284,1,0.17,0,0,0,1,0,1,0,1,0
2012,0.14877175495104128,1,0.09,0,1,0,0,0,1,0,1,0
2008,0.1363740053905415,3,0.17,0,0,0,1,0,1,0,1,0
2017,0.018595384565793616,1,0.46,0,0,0,1,0,1,0,1,0
2006,0.09143960188346612,1,0.05,0,1,0,0,0,1,0,1,0
2018,0.04958975846704306,1,0.04,0,1,0,0,1,0,0,1,0
2011,0.07438525758804262,3,0.07,0,0,0,1,0,1,0,1,0
2008,0.07438525758804262,4,0.17,0,0,0,1,0,1,0,1,0
2015,0.11157850626954195,1,0.17,0,1,0,0,0,1,0,1,0
2009,0.0867830071485424,4,0.46,0,0,0,1,0,1,0,1,0
2002,0.0867830071485424,2,0.46,0,0,0,1,0,1,0,1,0
2015,0.09918075670904218,2,0.04,0,1,0,0,0,1,0,1,0
2019,0.033472684038393354,1,0.03,0,0,0,1,0,1,0,1,0
2012,0.0867830071485424,1,0.05,0,1,0,0,0,1,0,1,0
2002,0.06198750802754284,1,0.07,0,0,0,1,0,1,0,1,0
2012,0.22935712709428985,1,0.04,0,1,0,0,0,1,0,1,0
2014,0.11157850626954195,2,0.07,0,1,0,0,0,1,0,1,0
2017,0.020331069504263586,1,0.09,0,1,0,0,0,1,0,1,0
2015,0.09918075670904218,2,0.04,0,1,0,0,0,1,0,1,0
2012,0.09918075670904218,2,0.05,0,1,0,0,0,1,0,1,0
2019,0.004957860049243861,1,0.03,0,0,0,1,0,1,0,1,0
2008,0.04958975846704306,1,0.46,0,0,0,1,0,1,0,1,0
2010,0.14877175495104128,2,0.09,0,1,0,0,0,1,0,1,0
2018,0.051319244530732784,1,0.17,0,0,0,1,1,0,0,1,0
2012,0.043390883686793176,2,0.09,0,1,0,0,0,1,0,1,0
2012,0.0644670579396428,1,0.07,0,1,0,0,0,1,1,0,0
2009,0.05826818315939291,2,0.07,0,1,0,0,1,0,1,0,0
2013,0.06198750802754284,1,0.07,0,0,0,1,0,1,0,1,0
2015,0.059507958115442884,1,0.17,0,0,0,1,0,1,1,0,0
2015,0.06570683289569278,1,0.05,0,1,0,0,0,1,1,0,0
2008,0.26407082586368924,1,0.05,0,1,0,0,0,1,0,1,0
2018,0.018595384565793616,1,0.07,0,0,0,1,1,0,1,0,0
2014,0.008677184917393794,2,0.09,0,0,0,1,0,1,0,1,0
2013,0.109098956357442,1,0.07,0,1,0,0,1,0,1,0,0
2015,0.06818638280779273,1,0.07,0,1,0,0,0,1,1,0,0
2014,0.059507958115442884,1,0.07,0,1,0,0,1,0,1,0,0
2014,0.08804013895397707,1,0.07,0,1,0,0,0,1,1,0,0
2015,0.07438525758804262,1,0.03,0,1,0,0,0,1,1,0,0
2017,0.08802278210459237,1,0.05,0,1,0,0,0,1,1,0,0
2016,0.055788633247292954,1,0.03,0,0,0,1,1,0,1,0,0
2017,0.055788633247292954,1,0.03,0,0,0,1,0,1,1,0,0
2009,0.024794259346043505,1,0.46,0,0,0,1,0,1,0,1,0
2019,0.01735560960974364,1,0.07,0,1,0,0,0,1,1,0,0
2019,0.021074934477893572,1,0.07,0,1,0,0,1,0,1,0,0
2015,0.07438525758804262,1,0.03,0,1,0,0,0,1,1,0,0
2013,0.09918075670904218,2,0.07,0,1,0,0,0,1,0,1,0
2007,0.22439802727008992,4,0.07,0,1,0,0,0,1,0,1,0
2012,0.11102060753931946,2,0.17,0,1,0,0,0,1,0,1,0
2010,0.11157850626954195,3,0.05,0,1,0,0,0,1,0,1,0
2010,0.18534511615451563,3,0.46,0,1,0,0,0,1,0,1,0
2013,0.23555600187453973,2,0.03,0,1,0,0,0,1,0,1,0
2013,0.1029000815771921,1,0.07,0,1,0,0,0,1,1,0,0
2005,0.024794259346043505,2,0.46,0,0,0,1,0,1,0,1,0
2018,0.024794259346043505,1,0.46,0,0,0,1,0,1,0,1,0
2010,0.1983627531930404,1,0.07,0,1,0,0,0,1,0,1,0
2015,0.12397625583004174,1,0.07,0,1,0,0,0,1,0,1,0
2010,0.055788633247292954,2,0.07,0,0,0,1,0,1,0,1,0
2009,0.055540678256082956,2,0.07,0,0,0,1,0,1,0,1,0
2006,0.04958975846704306,2,0.17,0,0,0,1,0,1,0,1,0
2014,0.14877175495104128,3,0.46,0,0,0,1,0,1,0,1,0
2011,0.012396509785543727,2,0.09,0,1,0,0,0,1,0,1,0
2011,0.09918075670904218,2,0.09,0,1,0,0,0,1,0,1,0
2018,0.012396509785543727,1,0.07,0,0,0,1,0,1,0,1,0
2014,0.1934036533688405,1,0.05,0,1,0,0,0,1,0,1,0
2010,0.14877175495104128,2,0.04,0,1,0,0,0,1,0,1,0
2007,0.12397625583004174,2,0.46,0,0,0,1,0,1,0,1,0
2001,0.12397625583004174,2,0.07,0,1,0,0,0,1,0,1,0
2006,0.12397625583004174,2,0.09,0,0,0,1,0,1,0,1,0
2012,0.07438525758804262,2,0.46,0,0,0,1,0,1,0,1,0
2017,0.037192008906543284,1,0.07,0,1,0,0,0,1,0,1,0
2013,0.2107605027535402,1,0.46,0,1,0,0,0,1,0,1,0
2013,0.12397625583004174,2,0.07,0,1,0,0,0,1,0,1,0
2006,0.1363740053905415,2,0.09,0,0,0,1,0,1,0,1,0
2015,0.2107605027535402,2,0.46,0,1,0,0,0,1,0,1,0
2009,0.12397625583004174,1,0.09,0,0,0,1,0,1,0,1,0
2014,0.043390883686793176,1,0.03,0,1,0,0,0,1,0,1,0
2018,0.04958975846704306,2,0.07,0,1,0,0,0,1,0,1,0
2015,0.11157850626954195,2,0.03,0,1,0,0,0,1,0,1,0
2012,0.14877175495104128,2,0.07,0,1,0,0,0,1,0,1,0
2012,0.14877175495104128,2,0.17,0,1,0,0,0,1,0,1,0
2020,0.030993134126293394,1,0.05,0,1,0,0,0,1,1,0,0
2015,0.018595384565793616,1,0.03,0,1,0,0,0,1,0,1,0
2014,0.05082953342309304,1,0.46,0,0,0,1,0,1,1,0,0
2019,0.019835159521843594,1,0.46,0,0,0,1,0,1,0,1,0
2016,0.06322728298359281,1,0.05,0,1,0,0,0,1,1,0,0
2014,0.037192008906543284,1,0.07,0,0,0,1,0,1,0,1,0
2014,0.09918075670904218,1,0.03,0,1,0,0,0,1,1,0,0
2017,0.06198750802754284,1,0.17,0,0,0,1,0,1,0,1,0
2013,0.05454885829124297,1,0.17,0,0,0,1,0,1,1,0,0
2015,0.012396509785543727,1,0.46,0,0,0,1,0,1,0,1,0
2016,0.04091133377469322,1,0.46,0,0,0,1,0,1,1,0,0
2010,0.030993134126293394,1,0.46,0,0,0,1,0,1,0,1,0
2014,0.08182390732434248,1,0.46,0,0,0,1,0,1,1,0,0
2009,0.059507958115442884,1,0.07,0,0,0,1,0,1,0,1,0
2016,0.18100590380834072,1,0.04,0,1,0,0,0,1,1,0,0
2013,0.12397625583004174,4,0.05,0,1,0,0,0,1,0,1,0
2012,0.06198750802754284,2,0.07,0,1,0,0,1,0,0,1,0
2014,0.06198750802754284,1,0.03,0,0,0,1,0,1,0,1,0
2016,0.06198750802754284,1,0.46,0,1,0,0,0,1,0,1,0
2012,0.12273648087399175,1,0.05,0,1,0,0,0,1,1,0,0
2016,0.06198750802754284,1,0.03,0,1,0,0,0,1,0,1,0
2014,0.09918075670904218,1,0.17,0,1,0,0,1,0,0,1,0
2016,0.055788633247292954,2,0.46,0,0,0,1,0,1,0,1,0
2010,0.06198750802754284,2,0.09,0,0,0,1,0,1,0,1,0
2008,0.0867830071485424,3,0.46,0,0,0,1,0,1,0,1,0
